Sample,ZNF609,LOC283267,LOC653324,LOC100132510,LOC389286,LMTK3,LOC728602,LOC100130154,LOC100132728,LOC646821,LOC100128498,GPR68,CABIN1,LOC648740,PRKCA,ZNF148,LOC646949,LOC100130332,DYRK2,TMSB4X,P704P,SPOCK2,LOC653737,LOC400652,KDM1B,LOC730746,IGF2BP3,C14orf11,NPAT,HIPK2,CLEC12B,LOC654074,C1orf71,LOC440525,LOC727848,FCGR1C,TNIK,CCDC82,SNORD13,FAM26F,LOC389342,PIK3AP1,NUDT2,FCGR1B,PRIM2,PIK3CG,RNU4ATAC,LOC649330,LOC649839,MAST3,LOC645351,CARD16,SNORA12,LOC728310,LOC390876,LOC147804,LOC729687,LOC648343,LOC644037,GBP3,LOC729342,NDUFA5,LOC642076,LOC100130289,LOC648733,CTSL1,PKN2,C5orf41,BLNK,LOC647908,UHMK1,FCGR1A,SELPLG,LOC649801,LOC100130624,LOC642567,SNORD62B,LOC441032,LOC644642,D4S234E,LOC100129067,LOC728207,C9orf130,CARD17,LOC648863,DSC2,LOC100132425,PIK3IP1,BCL2A1,PPIB,CD274,LOC100132761,LOC402221,KLRB1,TLR5,RYBP,LOC100131718,CLEC12A,LOC439992,LOC646909,LOC651919,IRS2,IL7R,LOC100128460,VWF,MPL,TRA1P2,LOC100132199,CXorf21,MS4A2,PARP9,TYMP,IFI16,LOC391769,TTRAP,LOC647074,DDX3Y,LOC387934,SIDT2,TARP,JAM3,LOC728744,C14orf82,MIR1974,FCGR2C,MIR574,C11orf75,TNFAIP6,TMEM51,CRIP2,LOC643882,PSG9,C19orf59,LOC643779,LOC652113,GSTM2,LGALS3BP,SDPR,LOC642073,AIM2,USP6,LOC389386,IRF5,LOC648984,PLSCR1,NHLRC4,LOC643007,SERPING1,TMEM106A,NELL2,Condition
GSM1033137,6.13842147,6.861832587,7.7096133,8.840586951,7.461263798,6.223176293,7.9007381720000005,11.51264733,6.421381416,7.933763893,6.712015027,5.598098999,6.958920182,8.432252387,7.558685761,8.717045037,9.85037162,5.956480690499999,7.590407375,11.5662255905,9.175479971,10.41986101,10.90187659,8.473972904,6.851912105,8.156544745,8.162350094,8.491996697,6.770972379,6.500412989,5.746173978,8.977138408,9.572521553,8.289290713,7.2109446885,8.701619154,6.351580359,6.758685438,9.152523312,10.08973637,12.154987985,11.10367233,7.8522649235,9.024900771,6.959199897,8.183201872,6.596261649,8.834021342,10.73294081,7.994029573,7.705720932,9.96277327,9.654279734,6.007204592,7.513913335,9.381432955,9.357885773,10.98366621,8.948416193,8.789578056,8.475810454,8.081060375,10.24402119,9.269593719,6.895111409,7.781377685333333,7.8516237,9.292329661,7.342108751,7.391618633,6.116140448,8.891083718,7.217823154,9.022048524,8.876314600499999,10.63913714,6.957044896,6.971636381,8.857207658,6.526913508,8.402575591,8.207488655,8.078765491,7.240423152,8.449229719,7.8084526935,9.828920612,9.473594124,10.40323233,9.380734991,5.84126597,6.1082301915,11.09374697,10.5677613,8.445547047,8.26977695,10.48435678,8.5741170455,6.7187035,10.44713377,7.537523468,7.396049564,10.4323167635,7.07221011,5.409259623,6.834288973,9.10873802,10.04773629,8.424023635,6.364399313,10.737575764999999,9.0705276745,11.59671639,7.530154872,9.8515726895,8.217281289,8.555032971,8.628384779,10.3013797,6.803514297,6.876780586,6.411290098,6.950740053,11.30597464,7.324126069,7.197672479,9.488916643,8.711870005,6.977457097,5.428460027,7.444880888,7.587331727,9.242936115,8.961520053,6.540711521,6.556731355,7.0324622,9.640870083,9.531836409,8.5987314505,7.978242536,8.0607634385,6.0438017565,8.044667921,9.497961608,6.51703687,11.08885986,6.839315632,8.986659019,9.005556438,ASD
GSM1033138,6.248726635,6.779064278,7.745037772,9.030767317,7.947804939,6.334097068,7.988697266500001,11.43298373,6.36834939,8.312293926,7.169163932,5.682018383,7.202488186,8.724243942,7.543240982,8.906734061,9.765434027,6.310824049,7.53220321625,11.6178980155,9.584971119,10.14418899,10.602947131,8.600899225,6.817973834,8.090223139,8.366625461,8.518312376,6.626288319,6.383269298,6.465639833,8.83093025,9.546333222,8.840586951,7.555404583,9.438818906,6.412021014,6.934000987,8.502022642,9.82592281,11.9656447805,11.27768135,6.8276749384999995,9.632525615999999,6.123256968,8.445151395,6.463004012,8.952189415,10.67556715,8.464550775,7.647324313,10.209401751666666,9.286710805,6.796126222,7.591872116,9.640870083,9.518309003,10.90167123,9.055514939,8.720608374,8.698930987499999,8.009531842,10.5777501,8.98613454,6.677417215,7.321871866666667,8.118061664,9.804612118000001,7.31897122,7.273293039,6.130650405,9.495380541,7.474695557,9.206601646,8.7319889645,11.13507527,6.488532044,7.417912818,9.377719185,6.439620954,8.581333225,8.125857325,8.893494447,7.5058632195,8.723735495,8.326514858500001,9.836033786,9.176623495,10.63581025,9.09704064,6.559660206,6.383336171,11.55542192,11.05103257,8.714175412,9.194238412,11.53159241,10.19511760575,7.183472444,10.518247685,8.135804278,7.651905341,10.1404505685,7.850697151,5.847005753,7.61455262,9.07994303,9.745781975,8.312460084000001,6.003936389,10.55891797,9.0389712765,11.71260139,8.035400464,9.8767593685,8.285660703,8.739310546,8.122792189,9.391203729,7.865060681,7.938807856,7.185063925,7.544100743,11.04652875,8.049909252,6.965229594,9.146796914,9.708325651500001,6.492776932,5.581736848,8.080106178,8.077743409,9.420740083,9.119393992,6.943070061,7.585838516999999,6.700318603,10.01826397,9.897796199,8.965754854,8.525083292,7.7826662965,6.6572265255000005,7.867299526,9.159753719,6.283663347,11.2030029,7.139704,9.828062568,8.730200439,Control
GSM1033139,6.475098861,7.265777055,7.522829739,8.222521825,7.450470608,6.191976978,7.805414428500001,11.18887039,6.469880309,8.314178099,7.073233901,5.904511563,7.56548255,8.30169368,7.527465961,9.019473578,9.701574551,5.9282987044999995,7.63213307875,11.2228032525,8.916775932,10.483048,11.0823613815,8.509366207,6.581434262,8.28494839,6.944864647,8.593656991,7.100916075,6.293086375,5.582785578,8.684627974,9.318221015,8.014789658,7.146631971,6.77604953,6.358153506,6.918202533,9.388074506,9.512368396,12.22836871,10.19697743,7.999625977499999,7.029702386,6.307021234,8.347337482,6.896446836,8.77933492,10.42520095,8.363415697,7.384526129,9.099247228333333,9.929051931,6.525554801,7.299741893,9.212103902,8.975046262,10.58724207,8.768736586,7.661004917,8.2598552445,7.74807142,9.907237223,8.797106228,6.557684008,6.950952113333333,7.921059201,9.640159673,7.312334267,6.738717637,6.316668478,6.778037846,7.424133588,9.052220228,8.844814152,9.980920256,7.142980059,7.342355029,8.936983507,6.840026988,8.176035918,7.737396595,8.292891863,5.8251971035,8.491209983,7.0171015765,9.588263134,9.539976626,9.953951788,8.592172924,4.988612086,6.071107979000001,11.23049294,11.07943448,7.697345471,9.033254734,10.94122045,8.3088391345,6.854481416,10.318561275,7.360838671,8.134788444,10.498470082499999,7.182996006,5.652527979,6.19229508,8.370507994,9.883305143,7.748764081,6.63438874,8.854892883,8.1262404635,10.46620035,7.214412957,9.5821176305,8.20236071,8.558518524,7.50096602,10.28313337,7.979543082,7.129713963,5.58975265,7.267593058,11.88304943,7.055856917,7.021650974,8.574458544,7.0848591469999995,6.375218804,6.243723941,7.559544692,7.452375863,8.124813124,8.784168601,5.913551171,7.982240772000001,5.626717145,9.622774154,9.53252142,7.069427431499999,7.958437792,6.9222341165,6.724420288999999,7.834295867,7.244552388,6.629327501,10.80933722,5.5874548125,9.604553877,9.261242035,ASD
GSM1033140,6.311485447,7.336135149,7.790043389,8.753534165,7.7856737,6.069495411,8.1784369565,11.1303409,6.24408655,8.134511587,7.303648141,5.612946866,7.748946258,8.541570742,7.497950956,9.264123779,9.897013274,6.13425687,7.4802446315,11.517300004500001,9.941630073,10.58497118,10.58915353,8.898668007,6.837167118,8.543097859,7.072715069,8.705061884,6.757397184,6.242399086,5.964707572,8.978145441,9.415903962,8.52314206,7.641614772,8.556521315,6.278396483,7.040509978,8.975046262,10.75004066,11.773075063499999,10.80020692,7.434448957000001,8.994141069,6.156786895,8.448568458,6.692845612,9.154712666,10.61772699,9.07994303,7.627134481,9.615105411,10.05756643,6.564008126,7.467549324,9.854994162,9.455062572,10.59611644,9.0209484395,7.775003512,8.5804868675,7.875550001,10.28215461,8.885524149,6.496051114,6.727405711333334,8.261702023,9.7600336635,7.247571753,7.578746591,6.154486116,8.502435572,7.703417932,9.3075286,8.932533119,11.08578128,6.436034024,7.562174084,8.947227298,6.617406008,8.711564363,7.829387514,9.010851578,6.4578347535,8.611402065,8.3590982825,9.819431979,9.211579816,10.66030111,8.672089613,5.667774053,6.3818893355,11.87043967,11.0324002,8.498090257,9.405723293,11.10200721,9.739948117,6.998638125,10.54366614,8.337404725,8.600059033,10.179545989000001,8.213767838,5.886537778,7.683166511,8.684152999,9.739817599,8.3332845135,6.42196349,9.659137485999999,8.627607522,10.86108886,8.122450015,10.214552557000001,8.41396634,8.8205446,7.629752176,9.613028548,7.579039516,7.731845592,6.523634868,7.45907062,10.77165629,7.975570172,7.348326822,9.033254734,8.2275109335,6.706633801,6.233113663,8.066529179,8.609393699,9.204879602,9.072601084,5.953314319,6.9585998865,6.18796044,10.39314433,9.370482427,7.753103832000001,8.625189244,6.638101662,6.6838727764999994,8.42409045,7.841893731,6.630768647,10.79896495,6.2213855925,9.950641445,8.818233672,Control
GSM1033141,6.021723068,6.708573175,7.681395525,9.221929525,7.936960674,6.118994399,8.009868411,11.63292139,6.636258699,8.003555623,7.292000011,5.431576018,7.010203008,8.333445055,7.267878017,8.608604875,9.35982039,6.316409781,7.19111928625,11.455610324,9.381432955,10.39072661,10.2394387205,7.993449723,7.29045596,8.401503823,8.823376306,8.596024209,6.499110078,6.315503775,6.659101149,9.093081632,9.260698385,8.687620945,7.2212115885,8.754400261,6.416456655,7.035124533,8.432616063,10.91029056,11.6129806345,11.34505483,7.0057463205,9.3040708095,6.440021987,8.109858806,6.287107662,9.027725073,10.43395214,7.918778673,7.733632015,10.218287698,8.682458448,6.608393692,7.316270304,9.864534037,9.895402473,10.74229837,9.067360322999999,9.430851592,8.768562881,8.21221624,10.49931622,9.336400173,7.171201085,8.607278417,7.531530019,8.905428805500001,7.772277113,6.914696702,6.28090211,9.052220228,6.646301746,8.997597686,8.742360955999999,10.53775299,5.842456717,6.853089616,9.085023485,6.208316144,8.42409045,7.494014381,8.835947914,7.668779742,8.564999423,7.090384281,10.06675452,9.350635697,10.95546154,9.503964803,6.443534867,6.5577675525,11.11693658,9.952418076,8.360763343,8.012155827,11.75847308,9.7388391155,6.422342892,10.026362948500001,7.648485746,7.047328256,10.2028120625,7.897865062,5.672056126,6.937233042,9.140197566,9.514303139,8.5073812965,5.62859806,10.843191175000001,9.0587164095,12.14272997,7.269951094,9.848467703,7.902514094,8.665069154,8.394982969,10.63346925,7.530400876,7.189208513,6.373626318,7.391618633,10.55407436,7.627727155,7.474695557,9.239543522,8.419882681,7.808348011,5.756939346,7.82294948,8.178681679,10.24010371,8.621968297,7.393903198,6.552701559,8.62475061,9.868760506,10.05756643,9.3480420805,7.916943032,8.6502710285,5.791970903,8.605396871,9.842957994,6.471017325,10.55986576,7.054118182,9.72301725,7.896896151,Control
GSM1033142,6.454064635,7.130847944,8.046288819,8.51286775,7.62118965,6.023232551,7.938832381,11.57519405,6.616339375,8.179719707,6.95211992,6.417947105,7.314471006,8.57848687,7.581602214,9.146796914,10.15575087,6.101295541000001,7.5903962805,11.484245318500001,9.390588998,10.91029056,10.737998685,8.956503503,6.628705029,8.371610225,7.519446201,8.809878261,6.986042896,6.475098861,6.259105974,8.85861923,9.553139661,8.242810949,7.058956159,6.964747969,6.520425802,7.245587321,9.274679651,11.07624033,12.14220423,10.50389759,6.8756975485,7.327992437,6.471994979,8.195354786,6.579358447,9.004074125,11.13507527,8.459050008,7.75398965,9.244988067,9.229021535,6.547808557,7.603898334,9.841418695,9.507090644,10.90026749,9.187169168499999,8.123740862,8.721043974499999,8.183201872,10.15085987,9.357885773,6.342567858,6.994869045,7.860820152,9.362710718999999,7.902514094,7.116672941,6.08781228,7.173616498,6.831715553,9.522321854,9.100789249,10.65558607,6.157869531,7.90151349,8.897539658,7.025006388,8.800296819,8.327090716,8.534378213,5.949928208499999,8.793886156,6.502543868,10.12851281,9.524900371,9.420740083,9.062329305,5.175527946,6.3387463165,11.18019523,11.49786116,7.605848804,8.768857099,11.26797453,10.0821874355,7.307177894,11.0591164,7.778651164,8.005168284,10.462305975,6.973324203,6.403967162,7.491589803,8.792620079,10.16144074,7.7104376355,5.831498419,8.787067819,8.2123656785,10.58724207,7.016850151,9.674364324999999,8.707221172,8.942639956,7.930545505,8.972590703,8.449229719,7.217250393,5.603289091,7.241234937,10.08007617,6.822610235,7.358999339,8.290778636,7.2597489835,6.789770124,6.729155325,7.743124355,6.602324278,8.308146636,9.491611729,6.31616792,6.520491178,6.226473254,10.22817938,9.338847063,7.408739661,7.711336992,6.9463180265,6.1951542085,7.533176189,7.156224539,6.782165244,11.34150598,5.742682681,9.657011781,8.821515187,Control
GSM1033143,6.253387196,6.805978552,7.788013949,8.368954547,7.383141584,6.132822695,8.147079065,11.56376247,6.653596791,8.199150674,7.07510565,5.585668813,7.181950831,8.485383882,7.630645903,8.97359352,9.946588425,6.212108582,7.6970813535,11.414714081,9.688898825,10.84907401,11.250662865999999,8.936540286,6.51895469,8.348845738,8.00922476,8.53733639,6.828055071,6.707737066,5.507076821,8.776465542,9.545015493,7.970630871,7.235837429,7.321795306,6.315200483,6.642167867,10.05677052,10.62747563,12.612575815,10.50514006,7.3385915665,7.832303624,6.454995804,8.466389571,6.750408755,8.775576196,10.88210638,8.55026301,7.574745177,9.191874649,10.35520794,6.479988089,7.875252165,9.371768169,9.154712666,10.9172283,9.265646348,8.080738921,8.623309150999999,7.930904213,10.22817938,8.957451343,6.654035139,7.179382846,7.617957421,9.175173804,7.2091942,6.797317541,6.18780249,7.309854867,6.917969168,8.870645279,9.375116441,10.67179062,6.95539611,7.953715342,8.967762537,6.957312936,8.771535177,8.588990668,8.51593357,6.182274641499999,8.647124866,7.632748438,9.802783063,9.678069795,9.802089254,9.220097379,5.37040668,6.3910761965,11.1922946,11.15049642,8.22006072,8.78286312,10.86533376,8.91894973025,7.284434317,10.803609869999999,7.601784231,7.907467578,10.5906356315,7.374294153,5.997425747,7.857708366,8.318431876,10.42937383,7.676561845,6.50871026,8.862500450999999,8.508499206,10.54241045,7.532883679,9.5861712095,8.748836158,8.507663003,8.082430336,10.16054752,7.873058365,7.663912938,5.455495063,7.021650974,10.36607127,6.971636381,7.168188944,8.724647561,7.9533617425,7.198702896,6.374154148,7.499014025,7.326720532,9.305817114,9.698066449,5.797206501,8.26521243,6.670981955,10.30622957,10.20903187,7.5553056995,7.789177541,7.2173153265,6.959450209,7.944852602,7.840370041,5.681103869,11.54194417,5.84005272,9.225251148,9.323563169,Control
GSM1033144,6.325595423,6.797317541,7.634057613,8.653565952,7.447986159,6.227592293,7.7395162855,11.49125123,6.406356218,7.996370305,6.982545717,6.085325287,7.309353967,8.297690388,7.39211363,8.844421418,10.03163836,6.0076403005,7.6884632045,11.186229195500001,9.444219515,11.07449173,11.066407031,8.778151787,6.610380701,8.47096287,7.974296355,8.621557439,6.718481923,6.463378416,5.39036977,8.73840038,9.3936717,8.110241369,6.899775538,7.75369266,6.456291419,6.871422607,9.779996992,10.2890202,12.484823734999999,10.42309835,7.243806669,8.1201922705,6.094480589,8.507326961,6.901472455,8.745848569,10.86108886,8.663750408,7.396586048,9.164984006666666,10.01738761,6.393067664,7.656251442,9.409989149,9.332760377,10.74490063,9.018491327500001,8.108553694,8.6914188965,7.859238659,10.13648337,9.021013165,6.222026842,6.789726381333334,7.768074513,9.408471093500001,7.724765246,6.853983466,6.372175947,7.94169217,7.226604757,9.232501783,9.152913832,10.48886699,6.819058871,7.619824741,8.155910122,7.056360631,8.722884259,8.263934497,8.647124866,6.103108628999999,8.182145689,7.7870201495,9.591148911,9.641543006,9.915398091,8.943603321,5.4065742,6.29453238,11.0621854,11.10042001,7.921634939,8.552670763,10.81069647,8.0842551975,7.038796269,10.580673255,7.617957421,8.078081638,10.777083214000001,7.399563484,5.522808164,7.000288259,8.60618315,10.12021126,8.0235092225,6.053644381,9.166611842,7.955497265,10.77964296,7.307177894,9.4677881759999991,8.418849271,8.586946795,7.623665874,9.666757754,7.911522304,6.855162108,5.934880436,7.188757129,9.480748591,6.967843449,7.296633525,8.445547047,7.989364789,6.191003669,6.287467146,7.543802637,7.030034973,9.212650549,9.104775656,7.564657074,6.986685451,6.30076192,9.469652642,9.313428316,7.348133483,7.876094409,7.026952639499999,6.8743565664999995,7.430985594,8.065556503,7.353207534,10.95287627,5.8834310945,9.386388347,9.36494629,Control
GSM1033145,6.163965326,7.030780889,7.451320603,8.189484034,7.556678251,6.016159915,7.796681262,11.28355668,6.410365359,7.970954975,7.198182857,5.905906372,7.42033232,8.459503959,7.529352295,9.355312215,9.58688893,5.5823242615,7.5676379335,11.458971612500001,9.447362798,10.67681121,10.738810513,8.83093025,6.817758704,8.4607293,7.443251844,8.728866517,6.846815844,6.363886764,5.57899707,9.057004274,9.603305148,8.47596743,6.974547547,7.102635183,6.299563641,6.911712468,9.678069795,10.82133624,12.263602885000001,10.16054752,6.999567184,7.5083435155,6.481707963,8.441469709,7.159041266,8.749201633,11.04955731,8.613375473,7.737396595,9.349120517333333,10.4764224,6.371014657,7.46263384,9.790577069,9.223002964,10.9203093,8.7832019505,7.573348757,8.630076759,7.754320771,10.26275381,9.30987289,6.374154148,6.436352404333333,8.23747999,9.791950225,7.73421049,6.957739005,6.015496363,7.403052768,6.844659292,9.020020547,8.608348149,11.13872988,7.350928601,7.571440918,8.596024209,5.619231635,8.773767337,7.930251886,8.50618644,5.8805678005,8.315632837,7.700530743,10.25876084,9.337568099,10.43836978,9.218345925,5.175686693,5.2807128315,11.25222662,11.66063101,7.841893731,9.041122244,10.84379665,8.099536523,7.623377851,10.689750335,8.277543161,8.406043888,10.410147524,6.997171293,5.564106893,6.856487505,8.41396634,10.26479185,8.095127362,6.36675694,9.1392441075,8.139079025000001,10.71261544,7.788304873,10.070414187,8.688407294,8.53471813,7.70454125,9.754477007,8.177346821,7.052060333,5.76085883,7.233480409,10.8887775,6.751964149,7.316270304,7.949917084,7.5657111695,6.288504076,6.824165928,7.478210061,7.502565056,8.320373468,9.354685845,6.978701104,7.542742963,6.419750915,9.957352922,9.799856386,7.372102431,8.166794652,6.7953626085,6.910351497000001,7.027971848,7.520516049,7.323371947,11.54858729,5.862354229,9.423881003,9.53252142,Control
GSM1033146,6.2620048,6.699020923,7.777196396,8.849070073,7.716002744,5.979430599,7.9263511035,11.61230696,6.651707221,7.885174748,6.836510362,5.988700097,6.888422607,8.287419872,7.291748387,8.964377349,10.14698306,6.1273673705,7.53025930125,11.427682851,9.283258471,10.75801068,11.285847804,8.755674099,6.613021081,8.414402086,8.368555571,8.737980468,6.781704976,6.596633575,5.635123557,8.951648293,9.349485604,8.182845499,6.9793829160000005,8.220778532,6.467665255,7.053745564,9.494120907,10.7176008,12.567614965,10.39747399,7.198689882,8.6673158875,6.552527171,8.245674885,6.774281227,8.695755053,11.0324002,7.807480512,7.554797011,9.634133945999999,10.01407266,6.218868232,7.703417932,9.63310167,9.279029263,10.73698659,9.1231426855,8.652231446,8.619629331,8.031263046,10.27105128,9.343074157,6.007904289,7.339607439,7.243793646,9.358901826499999,7.730115013,7.21269433,6.175408031,8.233881207,6.731576234,9.146796914,9.2701727915,10.43395214,6.695175954,7.865347841,8.472830449,5.645319742,8.776465542,8.172207553,8.573325266,6.828356167,8.103037405,7.276843227500001,9.930775205,9.502024297,9.664692924,8.962541472,5.77643395,6.2805076455,10.90892633,11.37037424,7.689032478,8.503149751,10.46738412,9.39813991,7.055856917,10.725123360000001,7.307433618,7.303912742,10.414365818,6.868859458,5.770992196,7.205335663,8.92519571,10.33417236,8.417017419,5.853693379,9.5032081845,8.752168096,10.88098095,7.3587291,9.262114398,8.516698492,8.257852344,8.11091112,9.787551333,8.074124866,7.110825606,6.091239865,7.014672445,9.015973572,6.785568484,7.270438302,9.0688022,8.090762964,6.242064503,6.559841944,7.484174927,6.963263853,8.401503823,9.38753602,7.688109247,7.713807517,6.937906442,9.658328648,10.111906,8.1816955425,7.429880107,7.789292456,5.822855811,7.399263164,7.932197948,6.63438874,11.28889019,6.708948836,9.163688951,9.055901053,Control
GSM1033147,6.212133671,6.918202533,7.631825334,8.771088909,7.584377792,6.627481756,7.8119911535,11.25413323,6.431759239,7.75369266,6.958221807,6.356903661,6.904586137,8.229276708,7.423322856,9.483393101,9.72301725,6.304421304,7.79670512,11.538265521,9.20099005,11.16277229,10.8746535595,8.774196826,6.5133556,8.883200519,7.875550001,8.470202797,7.115456628,6.555339924,5.661004581,8.781987066,9.717409162,8.216594873,7.298547965999999,7.387367355,6.688025583,7.0478127,9.908968396,10.72131114,12.39751567,10.51897499,7.2506422045,7.942930690500001,6.125360107,8.509366207,6.792210424,8.84349981,10.62269705,8.294737776,7.469300911,9.278598383666667,9.615333286,6.871422607,7.524467224,9.586304515,9.478791903,11.03096311,9.4107536035,8.736319123,8.7866898315,7.991096926,10.18433881,8.88952748,6.379906654,7.339226492666667,7.857412283,9.643520809,7.299741893,6.693443774,6.736953422,7.51578322,7.343333645,8.967226034,9.0764904805,10.38827542,6.83607364,7.661314342,8.558108415,7.270684559,8.574073177,8.060356606,8.665069154,6.5042294465,7.680044288,7.403831879,9.652850334,9.718033759,10.04411262,8.894407901,5.650340076,6.258273178,11.18225399,10.90747825,7.742811761,8.647931634,11.41338912,8.0328500185,6.774490616,10.457859335,7.413770337,7.547456483,10.6663022135,7.400338343,5.779550595,7.009977219,8.75746176,10.03621946,8.480917404,6.053918481,10.150822607,8.5501521415,11.23751063,7.335092163,9.631670096499999,8.214155246,8.570592753,8.285317388,9.57173379,8.273767,7.270213831,5.752146581,7.490781249,8.781121917,6.774949692,7.395239876,8.882199629,8.395245976,7.160329409,6.590517503,7.931537075,7.416332334,8.741038581,9.3260474,6.707511577,6.6473261845,7.25281657,9.524315559,9.316434008,7.873894980499999,7.681711187,7.5960693,6.606884723,7.731845592,8.556521315,6.420824332,10.81860036,6.3008398324999995,10.12396198,8.53108035,Control
GSM1033148,6.211819948,6.90620812,7.680044288,8.958512274,7.550423328,6.370151759,7.8886635765,11.43298373,6.592072326,8.509775273,6.832565836,6.047503388,7.111329455,8.583892397,7.347783127,9.225251148,9.703752098,6.1268627815,7.64625433625,11.246170536000001,9.706593788,10.81723575,10.812962175,8.286365112,6.432856365,8.466389571,7.437957369,8.216594873,6.778037846,6.301802711,5.595200074,8.952627942,9.475481042,8.119766335,7.213761512,7.940375098,6.542830024,6.741683229,9.099686297,10.24010371,12.19668854,10.5924038,7.57016253,8.536658412,6.165035997,8.52022346,6.468205676,8.520956759,10.57389922,8.056361189,7.744741121,9.601748638,9.469652642,6.323502908,7.33117684,9.600742385,9.615990526,10.15858802,9.219315361,8.676269172,8.597426756,8.014490609,10.08531366,9.456418318,6.450938952,7.120903927666667,7.649036153,9.269209043,6.9864608,6.729761565,6.261819186,8.115789066,6.80748276,9.111626733,9.041458405,10.20730657,6.513155548,7.250046368,8.106078926,7.160780261,8.534378213,7.825377388,8.540053467,6.480195854,8.17902512,6.4862445275,9.85263253,9.491611729,10.08265641,9.283852984,5.90440076,6.4333988635,11.37792796,10.55986576,8.067188239,8.53471813,10.75276918,8.1523075665,6.587688072,10.31204585,7.311120307,7.284979077,10.18636072,7.327279484,6.100189086,7.342355029,9.057004274,9.964894703,8.2980700465,5.959335901,9.9166183795,9.1085199285,11.04028675,7.287050757,9.4835166065,8.117100305,8.659677391,8.792192184,9.460262593,7.906243362,6.933048356,5.931570196,7.142471064,9.60131659,6.773628992,7.549044007,9.01849386,8.439282077,6.644832281,6.634813029,7.487238277,7.589067917,9.484144573,8.968787469,7.958116661,6.8106291125,6.988953355,10.04411262,9.180371946,8.119712696499999,7.496197766,8.0957282485,7.0695158775,7.566823528,8.330482731,6.951418259,10.79615527,6.4263151005,9.446159971,8.458738471,ASD
GSM1033149,6.570300309,7.068096784,7.591872116,8.160447302,7.513913335,6.797073634,7.642930607,11.44724879,6.48398002,8.086243255,7.164090407,6.177251515,7.367818411,8.455205445,7.733345639,9.119934724,10.23420468,5.7867984275,7.9012547735,11.317680755,9.227416402,11.15404767,10.9063150585,9.050744088,6.495459028,8.339446056,7.206139536,8.566905689,7.160107279,6.30961762,5.546837843,8.919186331,9.763130649,8.032840986,7.2251880055,7.043535685,6.63438874,7.155487549,9.112797434,10.3449355,12.128221674999999,10.11716565,7.023658627,7.270789189,5.884209435,8.268036614,6.618435412,8.88693313,11.10200721,8.324133085,7.716331384,8.846823424333333,9.886591298,6.735054229,7.483620503,9.470258629,9.025135269,10.96152016,9.254540525,7.770158676,8.857963742499999,7.894774994,10.25570302,8.905355943,6.160816049,6.698413381,8.17432736,9.652717268,7.382372096,7.0049908,6.344514548,7.006439938,7.304483405,9.201576841,9.2568624905,10.24689004,7.206675897,7.634643758,8.741882922,6.942086159,8.849598996,8.278242289,8.97359352,6.0221391875000005,8.168795251,7.0154363515,9.720181588,9.753778802,9.239543522,8.99011668,5.337552527,5.9446212544999995,11.12032126,11.32166757,7.603898334,9.363681833,11.59067241,8.194074059,7.236226901,10.932290135,7.582703654,7.836099292,10.7444631525,7.244798696,5.639488734,6.841110186,8.740189136,10.35616072,7.917169127999999,6.211485783,8.909497788500001,7.6545860085,10.41560523,7.096574702,9.6051164725,8.704601637,8.809423987,7.744741121,9.356597599,8.21114955,7.433988637,5.427245962,7.699604641,10.15001566,6.630768647,7.57169616,8.082430336,7.241728817,6.191976978,6.616787135,8.002011038,6.731975635,8.070181669,9.158653658,6.456678766,7.2967621365,6.559439612,9.733133183,9.427791078,7.36317349,7.996708218,6.6051635614999995,5.9945071905,7.620887276,7.187813821,6.367248993,11.34706545,5.6397095230000005,10.12481545,9.306430089,ASD
