Sample,ZNF609,LOC283267,LOC653324,LOC100132510,LOC389286,LMTK3,LOC728602,LOC100130154,LOC100132728,LOC646821,LOC100128498,GPR68,CABIN1,LOC648740,PRKCA,ZNF148,LOC646949,LOC100130332,DYRK2,TMSB4X,P704P,SPOCK2,LOC653737,LOC400652,KDM1B,LOC730746,IGF2BP3,C14orf11,NPAT,HIPK2,CLEC12B,LOC654074,C1orf71,LOC440525,LOC727848,FCGR1C,TNIK,CCDC82,SNORD13,FAM26F,LOC389342,PIK3AP1,NUDT2,FCGR1B,PRIM2,PIK3CG,RNU4ATAC,LOC649330,LOC649839,MAST3,LOC645351,CARD16,SNORA12,LOC728310,LOC390876,LOC147804,LOC729687,LOC648343,LOC644037,GBP3,LOC729342,NDUFA5,LOC642076,LOC100130289,LOC648733,CTSL1,PKN2,C5orf41,BLNK,LOC647908,UHMK1,FCGR1A,SELPLG,LOC649801,LOC100130624,LOC642567,SNORD62B,LOC441032,LOC644642,D4S234E,LOC100129067,LOC728207,C9orf130,CARD17,LOC648863,DSC2,LOC100132425,PIK3IP1,BCL2A1,PPIB,CD274,LOC100132761,LOC402221,KLRB1,TLR5,RYBP,LOC100131718,CLEC12A,LOC439992,LOC646909,LOC651919,IRS2,IL7R,LOC100128460,VWF,MPL,TRA1P2,LOC100132199,CXorf21,MS4A2,PARP9,TYMP,IFI16,LOC391769,TTRAP,LOC647074,DDX3Y,LOC387934,SIDT2,TARP,JAM3,LOC728744,C14orf82,MIR1974,FCGR2C,MIR574,C11orf75,TNFAIP6,TMEM51,CRIP2,LOC643882,PSG9,C19orf59,LOC643779,LOC652113,GSTM2,LGALS3BP,SDPR,LOC642073,AIM2,USP6,LOC389386,IRF5,LOC648984,PLSCR1,NHLRC4,LOC643007,SERPING1,TMEM106A,NELL2,Condition
GSM1033173,6.640697727,7.095333809,7.817962799,8.36190255,7.247327048,6.400406138,7.8893314375,11.37412106,6.550381803,7.915963986,7.004726253,6.296208689,7.41818819,8.419658958,7.376901128,9.745118646,9.430175315,6.0545506105,7.45137418725,11.512641369499999,9.300562683,10.94804549,10.6761678795,8.15043336,6.962577675,8.124112698,7.357723293,8.429428421,6.798837579,7.002684492,5.498543611,8.995551863,9.343629684,8.250519216,7.245102457,7.362968213,6.841982782,7.017813802,9.287232096,10.82666563,12.172124655000001,10.72505446,7.1557466415,7.6051405464999995,5.908732221,8.43300406,6.767380038,8.70769086,10.43836978,8.66085193,7.547740747,9.106344051333334,9.79681378,6.855604568,7.347238857,9.338847063,9.133556475,10.76329368,8.923102721500001,7.24808493,8.523755501,8.017303584,10.15001566,9.104300895,6.323653593,6.895279818,8.17016899,9.7411790005,7.449572068,6.761251153,6.58330698,7.489735928,6.982303669,8.946221055,8.7283474845,10.47751846,6.573714024,6.867196526,9.146796914,7.149828627,8.311230784,7.605548697,8.928671061,6.175778693,7.931537075,6.952699806,9.99542967,9.301161177,10.41208953,9.179801089,5.156523068,6.1537466940000005,11.10200721,11.57963104,8.180444619,9.143054634,11.41987102,9.52745399275,6.653421529,10.41081374,7.805143083,7.710748848,10.387226729,7.667057507,5.731822343,6.837371237,9.033254734,9.675181225,8.310741332,6.501891817,9.873888854,8.350331822,11.14204616,7.372787814,9.620528976500001,7.863334318,8.61942173,8.126815242,9.626343999,8.332040711,7.012830094,5.78006811,7.485008247,8.789578056,6.780361826,7.278397422,8.934470574,7.7639340885,7.263483235,6.012779413,8.15208191,7.2743365,8.849070073,9.092005606,7.241234937,6.801580079,6.58019721,9.373476267,10.27930995,7.680521276,7.79787434,7.093039216999999,5.888035876,7.562439451,8.194983256,6.527496724,11.00174511,6.455421424,9.92283178,8.471318602,ASD
GSM1033174,6.59245532,7.316006676,7.504578701,8.26132883,7.385240319,6.574727917,7.852280035,11.34706545,6.101464179,7.686094906,6.95301249,6.209614553,7.432399287,8.272635374,7.697345471,9.555895899,9.651327013,6.098691922,7.6718346825,11.441278950000001,9.231233309,10.88352214,10.4634105395,8.510536053,6.463187152,8.417387376,7.495105553,8.519534619,7.039515993,7.317268527,6.109996466,8.598103425,9.728777473,8.246766143,6.93727264,6.505470337,6.486779835,6.926556272,8.965354173,10.06291444,11.96876793,10.44729214,7.6117511874999995,6.75984454,5.939418261,8.548382484,6.742134755,8.556160436,10.73022872,8.783794376,7.33092988,8.914162436666667,9.695172774,6.741683229,7.560367489,9.40307893,8.87766815,10.70349809,9.218292143500001,7.595534262,8.4740664675,7.80624501,10.10739996,8.926831566,5.766268581,6.729158047,7.927660195,10.012097345499999,7.516124901,6.598675994,6.527682366,6.384879978,7.314181781,8.964377349,8.7806738875,10.50880414,6.868859458,7.363939714,8.667399331,6.965004036,8.383153191,7.854980708,8.70372247,5.899474419500001,8.078421873,6.290122798,9.739817599,9.738342841,9.57173379,8.776465542,5.238417603,5.8862648795000005,11.1837955,11.62571595,7.400094099,9.224733575,11.40957349,9.343930060249999,6.955890468,10.250117549999999,7.621693984,8.504722463,10.662026426499999,7.380116624,6.324877586,7.778980027,8.452591577,10.01826397,7.8633244945000005,6.835838344,8.5170262385,8.1830201375,10.17189655,7.181278385,9.31368351,8.238925555,8.568092795,7.625378542,9.742768708,8.080106178,7.758563588,5.411380649,7.698441679,8.785449254,6.953958189,7.6941279400000004,8.656429832,7.2642081805,6.166112675,5.813639796,8.005473609,7.133156546,8.75789384,9.26296348,6.403082219,8.462620673,6.225628073,10.58377744,9.0936554,6.9206937125,7.886358338,6.6719812560000005,6.8266420875,6.852158049,6.707939393,7.035619265,11.10200721,5.523719413,10.13751935,8.503551984,ASD
GSM1033175,6.531613873,7.007623286,7.517516257,8.257152232,7.79035512,6.445062254,7.900519758,11.24831662,6.21226991,7.928941583,7.145256741,6.008031707,7.071482453,8.377724024,7.567732351,9.64365903,9.837555741,6.3683962265,7.8261824255,11.263853612,9.535798642,10.97894149,10.8691063045,8.498485843,6.692625267,8.872053671,8.42114706,8.394982969,7.19625663,6.681680908,5.850416558,8.742721793,9.79681378,8.019561149,7.13421698,6.497636797,6.59929332,7.125831472,9.275876604,10.08265641,12.42997704,10.33314519,7.209917770000001,6.9514518254999995,6.017259877,8.67582962,6.797763594,8.417044324,10.69828719,8.544596829,7.415307695,8.710541130666666,9.825145832,6.801042357,7.604178148,9.257860132,9.083932092,10.68808648,9.058499295,7.632419037,8.577413998,7.728157445,9.752953497,8.912431586,6.446730109,6.860796728333333,8.154119921,9.4165220205,7.609777755,6.578786045,6.303236581,6.401678294,7.175350898,8.944200041,9.223678217,9.937519523,6.740047358,7.6414483,8.845850581,7.101157567,8.478364154,8.043372785,9.031263425,5.832586110499999,7.730115013,6.669435164499999,9.589773936,9.927361308,8.730629394,9.084463481,5.128610105,6.4971605530000005,11.13700034,10.83722772,7.659867527,8.784168601,11.32910026,9.275730703,7.144996913,10.641134335,7.522213326,7.993153043,10.9086678925,7.675067928,5.910847388,7.035619265,8.88168442,10.00022045,7.8567373510000005,5.639533796,8.674854567499999,8.1025755845,10.62004438,6.961603649,9.246135134500001,8.532900709,8.627177722,7.592118811,9.828062568,7.394959783,6.860070765,5.510487019,7.540859955,9.414690843,6.626838312,7.3087764,8.765147653,7.117843725999999,5.952006819,6.604350781,8.163376881,6.689083769,8.829522167,9.328539835,7.209930446,7.9508551894999995,6.628705029,9.841418695,10.89873708,6.8148620195,7.614264621,7.0228519085,6.6472438335,7.368052256,6.92514348,6.92113133,10.96152016,5.7101134075,10.12481545,9.6102294,Control
GSM1033176,6.713553327,7.163859324,7.336135149,8.084150551,6.958491657,6.471784424,7.7452971885,11.13872988,6.076253555,7.882387133,6.490337671,6.236176374,7.538354351,7.761525014,7.917839954,9.615333286,9.522321854,5.848503710999999,8.118859189,11.08726223,8.944200041,11.0324002,11.3483214215,7.742473674,6.434682601,8.31495169,7.900050726,8.228923623,7.411340644,6.81036737,5.631556582,8.747535568,10.09087733,7.998015469,6.8924388015,7.592118811,6.974031602,6.973067421,9.893824338,10.55986576,12.81790447,10.38827542,7.1747292505,7.911049479,5.666697545,8.965354173,7.685189586,8.576058148,10.4595097,8.580122592,7.152949215,9.015393109666666,10.3385052,6.690809345,7.036570327,9.490969188,8.933502521,10.44514792,9.0278394895,8.303485277,8.6424970415,7.638729941,9.588263134,8.934470574,6.005431336,6.904443101333333,8.229985074,10.013041393,7.500135624,6.543219218,7.77992472,7.770471946,7.869726384,8.878056207,9.012808538,9.366823733,7.321303539,7.062684018,8.621126456,7.338581989,8.318806071,7.622267824,8.596024209,6.1765072844999995,7.61063502,6.7901151465,9.589043469,10.0034624,8.977138408,8.747104197,5.488688645,5.954588567,10.95407349,11.22094898,7.283926758,9.432126755,11.16418386,7.97610891125,6.278915127,10.46104506,7.276368223,7.552781152,11.037926875,7.338883608,6.00691227,7.538629689,8.385417763,9.72301725,7.8827752360000005,6.234392886,9.707600336999999,8.1199696665,10.83209536,6.637102605,9.23751665,7.894479487,8.70326785,7.882071638,9.880878113,8.803536565,7.227095496,6.086911706,7.305880138,8.307413863,6.1003303,7.511733782,8.997597686,7.398294696500001,6.439821321,5.707549506,7.850062703,6.442653014,8.333102056,8.842637484,6.629128224,6.729285217499999,6.747813561,9.830495344,10.00614481,7.5737800065,7.608370758,7.699645460999999,6.3132736640000005,7.45907062,7.433988637,6.721564412,10.98963987,6.1398641405,9.959725022,9.52360774,Control
GSM1033177,6.539153298,7.24833207,7.330440681,8.352295098,6.743080214,6.351234894,7.695074352,11.23945756,6.105994021,7.602645603,6.601904707,6.022676654,7.515504529,7.513913335,7.630037605,8.790940378,9.079510479,6.0155978685000004,7.54125379875,10.7733895805,8.792192184,10.87106745,10.965685597,7.670998775,6.422877692,8.285660703,8.062615632,8.087525127,6.864565895,7.10840286,5.882024957,8.392288705,9.591148911,7.812209641,6.9628157015,6.87904112,6.646301746,6.510876386,8.236676902,9.909777183,12.3502243,10.09555347,7.227592687,7.215890765,6.19757506,7.971890363,6.299716298,8.42753039,10.19604389,8.412042744,7.043535685,8.713007036,8.553471933,5.9597093,6.943475711,9.141370084,9.006084205,10.33746304,9.012241774500001,7.615957412,8.202778987999999,7.038796269,9.252081218,8.55733039,6.011291438,7.047027446333334,7.573093845,8.7743995695,7.266070784,6.229143131,6.274862061,6.701346772,6.750408755,8.603759634,8.809030356,9.481312256,5.869818086,6.767570167,8.045604142,6.524758359,7.865980738,7.541865733,7.956850528,6.099026272,7.527714771,7.3677404355,9.318915714,9.663312666,9.27073343,9.409309399,5.336236165,6.032401209,11.19414671,11.33624653,7.909676185,8.649086282,10.11716565,9.544826904999999,6.26382548,10.032772060500001,7.206921795,7.941428542,10.535309333,6.92514348,5.723339058,7.120392598,9.360477354,9.590443721,6.9532809505,6.16284033,8.963296823,8.156488271499999,10.52244693,6.488726902,8.97086495,7.813427785,8.075122297,8.44887879,9.694523323,7.621693984,6.779932676,5.597319235,6.609151095,8.353042247,6.330335174,6.979881055,9.039051845,7.3165495504999996,6.922724244,5.8056631,7.0324622,6.905343657,8.822470603,8.535477563,7.952411123,7.391333857499999,6.572103493,10.04077759,10.19398066,6.7983112944999995,7.32201989,7.303021555,6.703725668500001,7.602890878,7.335645091,6.776523277,10.42309835,5.751334867500001,8.793886156,9.396874577,Control
GSM1033178,6.544739415,7.00077373,7.099002311,8.053778981,7.004061472,6.633596461,7.709154574499999,11.09702611,6.068735765,7.827171358,6.53140309,6.060510426,7.697892517,7.876094409,8.291805835,9.686793189,9.557125985,6.0095362365,8.0852477925,11.0740498315,9.122059094,11.33974222,11.4960388785,8.086574381,6.337832884,8.388813028,7.519726269,8.229276708,7.244552388,6.948743007,5.30264152,8.875786439,10.11821526,7.722065011,6.8080962839999994,6.530815404,6.983693638,6.795251551,9.505823024,10.16144074,12.876765514999999,10.5725386,7.073973656,6.848035616000001,5.6785197610000004,8.638481402,7.84676709,8.498090257,10.37568928,8.767983423,7.166284334,8.539848363333332,10.60000413,6.51895469,7.300272698,9.252655857,8.973089864,10.6380553,9.0797094595,7.991427079,8.558375614,7.70816726,9.739078457,8.795686706,6.198717851,6.982436715,8.224235123,10.246607579500001,7.41507448,6.55192873,7.674149475,6.489982035,7.95940967,8.879930001,8.847451459,9.897013274,7.265042342,7.217823154,8.465671963,6.429954061,8.188766201,7.776540095,8.34847003,5.9597643075,7.802043791,6.8838482855,9.511005699,10.12302782,9.148574327,8.81520497,5.187912402,6.0522384495,10.67958317,11.41142262,7.336424658,9.68382991,10.78661568,7.88303266275,6.562592678,10.55671993,7.447986159,8.435283588,11.43024065,7.160107279,5.542646501,7.390741302,9.040593882,9.913838605,7.761810164,6.038781834,9.037735463,7.548448523499999,10.59730403,6.758685438,9.263420714999999,8.07607122,8.667844393,8.241804832,9.761833039,7.747716126,6.99840941,5.645522048,6.906657839,8.14017191,6.629964881,7.436618783,8.370507994,7.283316967,5.942771245,6.294242574,7.686374339,6.596633575,8.312644942,9.161521788,7.295848714,7.5814027,6.475273301,9.802783063,8.549208713,7.307481218,7.596152817,6.568690448,6.388081521,7.647324313,7.101630092,6.387205695,10.83072184,5.721949813,9.53252142,9.143662352,ASD
GSM1033179,6.660131326,7.054001007,7.369883412,8.471652831,7.412391504,6.409792302,8.121728788,11.54411427,6.100051547,7.737073456,6.83451247,5.737979443,7.377146935,7.693847956,7.582421977,9.733133183,8.640874921,6.2462037135,7.887855967,11.102085736,9.213806906,10.97175961,10.7171339905,7.094301635,6.970704593,8.110241369,8.8368184930000009,8.05539941,7.312334267,7.093575698,5.442414312,8.669188463,10.23804271,7.886980509,6.4801635045,8.96097421,6.89207108,6.691621689,9.514952517,11.51264733,12.150245774999998,10.88607959,7.0036597615,9.142263762999999,6.024020887,8.753078785,7.359570502,8.291095401,10.13141146,8.394982969,7.331859418,9.793366429333334,8.980698254,6.359227806,7.091902304,9.267208296,9.092005606,9.981765887,8.446172283,8.894838418,8.112486814499999,7.634960281,9.925939471,9.156406878,6.453364197,8.222141932333333,8.004819988,9.6839742995,7.391038734,6.501000743,7.510907882,9.06722423,7.648185914,8.391896799,8.377132106,9.907237223,6.373455513,6.664878704,9.026688126,6.875617248,7.967531683,7.466765961,8.831333091,7.3475563825000005,7.528237461,6.5638139735,9.705213406,9.41764174,9.517524589,8.576458599,5.849810526,6.2655522349999995,10.70875046,10.18159005,7.810679544,9.351881503,10.7783375,8.422325074749999,5.877720146,9.6430480765,7.286044729,6.989666104,10.98999055,6.97282205,6.876553847,8.400390907,8.563739082,9.0936554,8.496363591,6.616117846,10.952800405,9.5855867505,11.59286109,6.71076164,8.7281299965,7.795140068,8.28494839,7.967834361,10.83340778,7.847108225,8.218607776,6.997890253,6.96619591,10.51681803,6.076802049,7.787724591,9.734692789,8.2619153765,7.41507448,6.037832746,7.691429755,6.582882183,7.892284747,8.586172918,6.846399478,6.4015760625,8.475235899,10.79356109,10.66520582,8.906113618,7.419797027,8.770634959999999,6.9378976125000005,7.413770337,9.205495992,6.616984871,10.77700284,7.652362716,9.608106458,8.398396558,Control
GSM1033180,6.591864269,7.342547504,6.848107604,8.022521416,6.69817224,6.238300379,7.387706682,11.08099958,6.035907805,7.366206788,6.589312138,6.348045777,7.452933004,7.374805624,7.873987816,9.464542974,8.813426535,5.6464040865000005,8.215756163750001,10.737122684000001,8.984067811,11.1922946,11.331027433,7.675931739,6.302149759,8.129539348,8.159462767,8.227543635,7.435048103,7.136906789,5.469587679,8.213016106,10.46065366,7.558974264,6.7741901865,6.723434512,7.249768643,6.474125785,10.60123747,10.33533419,12.724643945,9.842182636,7.3630536385,7.0565403710000005,5.712616239,8.873454686,8.190232492,8.01050045,10.20816945,8.675372715,6.815516124,8.691326071666666,10.37671276,6.104296635,6.867935725,9.471524497,8.649086282,10.28033383,8.5370322845,7.055856917,8.2617314865,7.180478054,9.430851592,8.670877011,5.864349211,6.756531774666667,8.51593357,10.045842695000001,7.247085131,6.213440263,7.445175588,6.851029591,7.687818255,8.632374575,8.516340506,9.388717103,7.680848401,7.011378955,8.006662893,6.206695765,7.865347841,7.442719156,8.056692148,5.8605304275000005,7.549854177,7.0498532385,9.588263134,9.763130649,8.893976373,8.356298003,5.242093167,5.3852558495,10.90892633,11.23751063,7.128720841,9.347154901,10.60242974,7.88372212875,6.573496612,10.016311271,6.816634073,8.250184818,11.451597745,6.483054267,5.917251683,7.876094409,8.359966335,9.669651286,7.6516442595,6.282960904,8.743195221,7.9396539425,10.53183254,6.409014381,8.938741991,7.808935877,7.873690274,7.538354351,9.863056215,7.96414674,7.457452967,5.68115438,7.062684018,9.038015267,6.193749553,6.887991587,8.355262636,7.451696231000001,5.904035488,7.102856182,7.282146402,6.391810393,8.14148214,8.714604877,6.999102544,6.9659856725000004,6.572497846,10.19785709,9.12558952,6.910217680500001,7.217008965,6.621192703,6.660617672,7.145623597,7.152949215,6.486616108,10.8580588,5.523098307,9.050256509,9.399401849,ASD
GSM1033181,6.779064278,7.334338384,6.589140017,7.705720932,7.199687574,6.820639472,7.1332543355,10.84379665,5.781769516,7.735610946,6.403441863,6.812436835,7.892284747,7.23323827,8.062960457,9.935010076,8.449915589,5.6877247545,8.23433971525,10.5189058205,8.78286312,11.34706545,11.231518708,7.507231553,5.988208657,7.884590957,7.247571753,7.866327816,7.725048008,6.897587498,5.362481924,8.30570502,10.42726534,7.414835187,6.7111131555,6.695626155,6.972123877,6.357072295,10.02159957,9.544292596,12.70692191,9.861408919,7.7437213735,6.9179967275,5.339501354,9.123537197,7.718715635,7.883036419,9.752163359,8.793886156,6.56636403,8.343245800333333,10.11278309,6.124593164,6.722394798,9.411360099,7.95940967,9.764629164,8.3528371895,7.933164758,8.0676199375,7.067674169,9.061375824,8.26029897,5.741488679,6.629770030666667,8.434915373,10.287509060000001,6.825930549,6.206344194,7.368052256,6.525352664,6.88666324,8.532203309,8.4206589785,8.953062218,7.556948035,6.747813561,8.169839195,7.786547297,7.620115406,7.182208239,8.409426069,5.9644423159999995,6.619026243,6.790732169,9.225772594,10.35295118,8.191323426,7.935916049,5.391014607,5.7969064765,10.55407436,11.85672775,7.29688718,9.49474967,11.0279915,7.67407804925,5.844337345,9.8229444495,6.872319203,8.040353728,11.41346536,6.878810288,6.357461399,8.456324544,8.242141447,9.137320494,7.4355314539999995,6.511421594,8.920837056,7.7167271175,10.55522223,6.254920717,8.590664423,7.536724772,7.794574107,7.524190536,8.7192604,9.428338686,7.489999043,5.775569814,7.28678145,7.951415923,5.997425747,6.539553023,7.974934459,7.549562785,6.375073859,6.797551302,7.597815784,6.400058801,7.582175975,8.284257663,6.780160915,7.026087627500001,6.50156822,10.55037281,8.974102525,6.670054926500001,7.190206248,6.351189334,6.2566071655,6.923474631,6.894608142,6.440021987,10.14793082,5.8049513015,9.782316929,9.992878563,ASD
GSM1033182,6.654035139,7.359570502,6.663612148,7.566554256,7.46813236,6.638932349,7.196793715,10.7538678,5.729348213,7.389466463,6.52249522,6.198379291,7.68255082,6.921792459,7.999025433,9.944118434,8.874426439,6.077691443,8.35886066975,10.539110945000001,8.660496442,11.48179256,11.2155503265,7.416065821,6.111327486,8.405657697,7.618470378,7.888287807,7.668503393,6.761035014,5.719660258,7.726481378,10.35295118,7.084950523,6.698727164499999,6.472959077,7.162157738,6.110718581,10.09274299,9.951550743,12.49314875,9.691067542,7.5359374379999995,6.791471356,5.750686832,8.829522167,7.059036508,7.844680255,9.6393641,8.722884259,6.517239473,8.081671205666666,10.38949972,6.105374971,6.754407043,8.777724274,8.009835737,9.774015857,8.4681902855,7.474140619,8.103318246499999,6.939990033,8.869644026,7.50565538,5.643551308,6.883249695333333,8.350011028,10.002411912,6.875438558,6.005574269,6.9864608,6.388941128,7.976592339,8.479130379,8.5596525075,8.674586763,7.07045725,7.030501765,8.11335626,7.764872222,7.520268446,7.189208513,8.180444619,5.8734695200000004,6.858028557,6.9244671229999994,8.392288705,10.46944842,8.177346821,7.858040955,5.153643635,6.1451054045,10.5677613,11.5088004,7.660135776,9.340754055,10.83340778,9.2485933535,6.123086164,9.596519039,6.699225064,8.012155827,11.756970055,6.877484906,6.375422619,7.478763622,7.849748752,9.352456718,7.065175302,6.195308473,8.646523782,7.7239160775,10.62499956,6.099041137,8.695942529,7.691856652,7.975920022,7.152207346,10.22627908,8.352635889,7.67210109,5.517381636,6.940452969,9.819431979,5.934414246,6.411290098,8.324863889,7.053507871,6.227592293,7.031049528,7.319760046,6.348232656,8.135804278,8.005168284,6.679697442,7.103850895,6.352099445,10.3852708,9.282025297,6.9645610995,7.13994307,6.7821443335,6.433603494,7.367010698,6.882069548,5.983327616,9.958166316,5.4985541405,9.176623495,9.006084205,ASD
GSM1033183,6.711385579,7.203513558,6.965229594,8.099795163,7.176588872,6.817288195,7.7789722235,10.97175961,5.878178579,7.861712951,6.646711941,6.065994356,8.144519387,7.784823579,7.959079147,9.842957994,9.392475182,6.0655393255,8.2190597685,10.799480845,9.10873802,11.48882035,11.496488949,8.037712564,6.576858211,8.51286775,7.129489114,8.096622406,7.525858588,6.888642243,5.821354866,8.65728374,10.33088028,7.809217786,6.9500699955,6.855604568,7.021143918,6.4643056229999996,9.607383709,10.00178438,12.820916645,10.02523278,7.1043786585,7.1816396959999995,5.958451805,8.967762537,7.792733365,8.466033332,10.33314519,8.7513803,7.033712984,8.762629639333333,10.11716565,6.224284096,7.129713963,9.46277681,8.702106373,10.26479185,9.1699387865,8.175678536,8.330188785,7.404426661,9.779996992,8.286365112,5.972450686,6.560438194,8.333102056,10.1341208115,6.670566748,6.458790127,7.488935739,6.910095812,7.933451701,8.541952623,8.884680527,9.557125985,7.106985185,7.427371715,8.248147217,7.670998775,8.14876917,7.793976284,8.36151336,5.8504941855,7.638729941,7.1104499725,9.197207403,10.10106923,8.544218527,8.170896639,5.349842175,6.384735064,11.08885986,11.59286109,7.17685406,9.462119322,10.47410962,9.940425555500001,6.278734078,10.223924284999999,6.963050819,8.111958167,11.463903425,6.882069548,6.131312851,8.692556996,8.367432065,9.631690208,7.4703590465,6.31366369,9.024675954,7.9088461510000005,10.60722582,6.618638873,9.076866659,8.235984987,8.342871541,7.683776944,9.807946176,8.595607799,8.437679948,5.580308756,6.676536865,10.3072569,6.372926959,7.140692309,8.581674909,7.316532768,6.086911706,6.221553632,7.350402716,6.871639786,7.904692889,8.925774674,6.420288842,7.199645241500001,6.358625884,11.08278599,9.915398091,6.998206657,7.362145502,6.856593667,5.943756623,7.711661247,7.050414945,7.539147878,10.55407436,5.9137218785000005,9.223560538,9.839166777,ASD
GSM1033184,6.576390336,7.10504241,7.255165681,8.101766306,7.228940445,6.490898305,7.745881928999999,11.33283854,6.211650251,7.800135435,6.852158049,6.104000025,7.56548255,8.123069499,8.092701115,9.497961608,9.621470732,5.8705747325,8.35348481175,11.1760044905,9.433486743,11.53159241,11.4549294105,8.385417763,6.438639155,8.516326382,7.514156397,8.325261117,7.764872222,6.798154525,6.078513046,8.681152317,10.11278309,7.768074513,7.167732297000001,6.372926959,7.110124747,6.943923006,10.29019545,10.33746304,12.772358205,10.21930897,7.0122825685,6.787769474499999,6.009950154,8.990595303,7.777756351,8.653565952,10.70757258,8.831797396,7.37358528,8.797436804,10.7101082,6.247060538,7.214160242,9.571054731,9.303355773,10.8961876,9.322764718999998,7.956850528,8.928521975,7.782067011,9.907237223,8.94965776,5.910603559,6.610320362666666,8.294737776,10.1443771465,7.262986846,6.832565836,7.50697274,6.521934296,7.892602284,9.248571131,9.237722158499999,9.883305143,7.227904833,7.544651992,8.274160381,6.91572727,8.692556996,7.968139736,8.49546343,5.6545186325,8.359966335,6.6185196175000005,9.815420728,9.675181225,8.743146366,8.220434366,5.123566509,5.8796289305,11.0339678,11.33974222,7.292000011,9.524900371,11.35689837,10.033731483,6.992368954,10.64346587,7.300477862,8.071838891,11.205062505,7.151673418,6.088667718,7.681988179,8.816527783,9.71240781,7.7447678095,6.545317818,8.657929571499999,8.012565199,10.14219096,6.489465537,9.113142210500001,8.105416902,8.677095878,7.867877511,9.795195465,8.383521378,7.579305628,5.526235608,7.00223527,9.320116369,6.688666927,7.58560593,8.692192783,6.9544743415,6.062854543,6.801952626,7.613936357,6.511421594,8.038384852,9.138511513,6.582882183,7.8087656765,6.287268652,10.19697743,9.369930476,7.302436525499999,7.605848804,6.711219826000001,5.9206460245,7.366739225,6.871422607,6.561021394,10.84907401,5.4980958399999995,9.570383613,10.08219286,ASD
GSM1033185,6.803085285,7.321303539,6.996934229,7.884885749,6.838060414,6.715300659,7.511511339,11.07772186,6.209138388,7.750069513,6.205847923,6.756709671,7.255433895,7.746259664,8.202055022,9.622774154,9.485491753,5.8469209295,8.380464859,10.9287921575,8.843085047,11.50230424,11.673164525,8.351922194,6.239461691,8.756957409,7.707565297,8.274540034,7.708706062,7.132507474,5.619871954,8.526638245,10.47971456,7.604441572,6.805109129,6.749780774,7.628573897,6.721564412,10.36154088,10.19497626,13.04063406,10.21657259,7.1586938345,7.199648916,5.820381493,9.042802764,7.718068536,8.389158576,10.70625366,8.470202797,7.205335663,8.540506532,10.53998828,6.26382548,7.403332198,9.480748591,8.957451343,10.69699352,9.267342971,8.413150119,8.7147304545,7.626293366,9.763130649,8.658471429,6.056648562,7.1177931789999995,8.131524772,10.206450601,7.45959819,6.716154674,7.618761083,6.949768859,7.947804939,9.253765087,9.1025392665,9.332760377,7.38160662,7.569057208,8.020493619,7.825678886,8.476724614,7.762699127,8.223519504,5.8815817025,7.979943697,6.6742726095,9.352948559,10.43949485,8.601307529,8.56656218,5.369825269,6.0273530475,10.74490063,12.19094516,6.934000987,9.271315568,10.67435929,8.8346673595,6.726316655,10.47388591,6.892272052,7.938471717,11.461333415,6.591668757,6.442653014,8.363415697,8.743612511,9.840665334,7.6417583795,6.613411315,8.981368738,7.5599568575,10.72131114,6.681235606,9.095245128,8.079130236,8.546443919,7.613661421,10.05677052,8.953541376,7.647324313,5.80156211,6.970929733,8.095962338,6.294419689,7.346202356,8.38242272,7.1962073325,6.115235567,6.785130702,7.306133297,6.116756826,7.197905892,8.833126355,6.602324278,7.612067887,6.336098917,10.85358602,9.440587232,6.9236903524999995,7.141922071,6.8520382565,6.691608702,6.897587498,7.126796815,6.193909442,11.00462564,5.8327863275,9.124013713,10.02253676,ASD
